prom_peak,gene,MoreOpenIn
4:39978050-39979864,PDS5A,alpha 2
4:40057477-40059783,N4BP2,alpha 2
4:40193844-40194276,RHOH,alpha 2
4:41258286-41259929,UCHL1,alpha 2
4:41360482-41361328,LIMCH1,alpha 1
4:41613150-41614887,LIMCH1,alpha 2
4:42399106-42400674,SHISA3,alpha 1
4:4249455-4250713,TMEM128,alpha 2
4:4463264-4464012,STX18,alpha 1
4:4542747-4543293,STX18,alpha 2
4:46391239-46392744,GABRA2,alpha 1
4:47464920-47465964,COMMD8,alpha 2
4:47487035-47487744,ATP10D,alpha 1
4:48271338-48272453,TEC,alpha 2
4:492398-493315,ZNF721,alpha 2
4:492398-493315,PIGG,alpha 2
4:52903867-52905209,SGCB,alpha 1
4:53616960-53618097,ERVMER34-1,alpha 1
4:55523467-55525396,KIT,alpha 1
4:56411828-56413701,CLOCK,alpha 2
4:57253016-57254166,AASDH,alpha 2
4:57332533-57332943,SRP72,alpha 2
4:57521353-57522818,HOPX,alpha 1
4:57687485-57688120,SPINK2,alpha 1
4:62065769-62067179,LPHN3,alpha 1
4:6641768-6643431,MRFAP1,alpha 2
4:6717521-6718610,BLOC1S4,alpha 2
4:6783948-6785653,KIAA0232,alpha 2
4:68410887-68411590,CENPC,alpha 1
4:6988193-6989529,TBC1D14,alpha 2
4:70653611-70654059,SULT1B1,alpha 2
4:71569482-71571743,RUFY3,alpha 2
4:73934839-73936005,COX18,alpha 2
4:74124040-74125398,ANKRD17,alpha 2
4:74702132-74702919,CXCL6,alpha 1
4:75718871-75720226,BTC,alpha 1
4:76648490-76650584,G3BP2,alpha 2
4:76648490-76650584,USO1,alpha 2
4:77068915-77070046,NUP54,alpha 2
4:7940441-7941840,AC097381.1,alpha 2
4:7940441-7941840,AFAP1,alpha 2
4:8200711-8201194,SH3TC1,alpha 1
4:82135387-82136966,PRKG2,alpha 1
4:82965175-82966184,RASGEF1B,alpha 1
4:83811865-83812805,SEC31A,alpha 2
4:83821257-83822556,SEC31A,alpha 2
4:83821257-83822556,THAP9,alpha 2
4:83933516-83934554,LIN54,alpha 2
4:84205302-84206140,COQ2,alpha 2
4:8429439-8430794,ACOX3,alpha 2
4:84456526-84457891,AGPAT9,alpha 2
4:85503496-85505000,CDS1,alpha 2
4:85886703-85888706,WDFY3,alpha 2
4:87373790-87375323,MAPK10,alpha 1
4:87856939-87857764,AFF1,alpha 2
4:87927438-87928772,AFF1,alpha 2
4:88928404-88929724,PKD2,alpha 2
4:89079459-89080794,ABCG2,alpha 2
4:89204568-89206221,PPM1K,alpha 2
4:89377433-89378979,HERC5,alpha 2
4:89512975-89514693,HERC3,alpha 2
4:90800343-90800781,MMRN1,alpha 1
4:95444831-95445304,PDLIM5,alpha 2
4:95678746-95680379,BMPR1B,alpha 1
4:966681-967691,DGKQ,alpha 2
4:99849282-99851420,EIF4E,alpha 2
5:101631459-101632639,SLCO4C1,alpha 1
5:102091448-102092056,PAM,alpha 2
5:102897853-102898905,NUDT12,alpha 1
5:107703399-107703987,FBXL17,alpha 2
5:108083408-108083632,FER,alpha 2
5:1111030-1112437,SLC12A7,alpha 2
5:112849088-112850366,YTHDC2,alpha 2
5:114504796-114506309,TRIM36,alpha 2
5:115298141-115299163,AQPEP,alpha 1
5:115784262-115785181,SEMA6A,alpha 1
5:118406228-118407473,DMXL1,alpha 2
5:1201256-1201988,SLC6A19,alpha 1
5:121412393-121414226,LOX,alpha 1
5:124082700-124083427,ZNF608,alpha 2
5:126112189-126114332,LMNB1,alpha 2
5:126365232-126366954,MARCH3,alpha 2
5:127418440-127419861,SLC12A2,alpha 2
5:128795485-128797510,ADAMTS19,alpha 1
5:130500072-130501192,HINT1,alpha 2
5:132946655-132948549,FSTL4,alpha 2
5:133339667-133341487,VDAC1,alpha 2
5:133511888-133513630,SKP1,alpha 2
5:133983780-133985009,SEC24A,alpha 2
5:133983780-133985009,SAR1B,alpha 2
5:134073429-134074529,CAMLG,alpha 2
5:134093950-134094835,DDX46,alpha 2
5:1344497-1345586,CLPTM1L,alpha 2
5:135394070-135394633,TGFBI,alpha 1
5:135468230-135469491,SMAD5,alpha 2
5:137070712-137071990,KLHL3,alpha 1
5:137367988-137369373,FAM13B,alpha 2
5:137688051-137689361,KDM3B,alpha 2
5:137799557-137801716,EGR1,alpha 2
5:137999939-138000679,CTNNA1,alpha 1
5:138088141-138090202,CTNNA1,alpha 2
5:138466904-138468061,SIL1,alpha 1
5:138609144-138610198,MATR3,alpha 2
5:138676927-138678248,PAIP2,alpha 2
5:139175083-139175942,PSD2,alpha 2
5:139493242-139494740,PURA,alpha 2
5:139554421-139555545,CYSTM1,alpha 2
5:140011486-140013154,CD14,alpha 1
5:141061248-141062053,ARAP3,alpha 2
5:14142908-14145601,TRIO,alpha 2
5:141487976-141488977,NDFIP1,alpha 2
5:141703681-141706217,SPRY4,alpha 2
5:142782244-142784535,NR3C1,alpha 2
5:145214416-145215679,PRELID2,alpha 2
5:145561893-145562875,LARS,alpha 2
5:146256685-146258677,PPP2R2B,alpha 2
5:14663946-14665558,FAM105B,alpha 2
5:146832733-146834295,DPYSL3,alpha 2
5:149379635-149380916,HMGXB3,alpha 2
5:149379635-149380916,TIGD6,alpha 2
5:149865079-149866678,NDST1,alpha 2
5:150079889-150081061,RBM22,alpha 2
5:150137825-150138876,DCTN4,alpha 2
5:150418350-150418650,TNIP1,alpha 2
5:150529474-150530924,ANXA6,alpha 1
5:153569078-153570581,GALNT10,alpha 2
5:153826086-153826619,SAP30L,alpha 2
5:153857227-153858062,HAND1,alpha 2
5:154135818-154136077,LARP1,alpha 2
5:15499714-15501195,FBXL7,alpha 1
5:157002084-157003328,ADAM19,alpha 1
5:157078421-157079376,SOX30,alpha 1
5:157170264-157171230,LSM11,alpha 2
5:158527065-158527846,EBF1,alpha 2
5:158635884-158637018,RNF145,alpha 2
5:158689564-158690786,UBLCP1,alpha 2
5:159848638-159849266,SLU7,alpha 2
5:159848638-159849266,PTTG1,alpha 2
5:161494305-161496269,GABRG2,alpha 1
5:162886535-162887762,NUDCD2,alpha 2
5:162886535-162887762,HMMR,alpha 2
5:167913210-167914427,RARS,alpha 2
5:16916599-16917027,MYO10,alpha 2
5:170814372-170815777,NPM1,alpha 2
5:171432780-171434261,FBXW11,alpha 2
5:172197522-172198630,DUSP1,alpha 2
5:172410467-172411642,ATP6V0E1,alpha 2
5:172754768-172755741,STC2,alpha 2
5:172756057-172756988,STC2,alpha 2
5:173042937-173044025,BOD1,alpha 2
5:175084542-175085792,HRH2,alpha 1
5:175223398-175225110,CPLX2,alpha 2
5:175298255-175300338,CPLX2,alpha 2
5:175665022-175665715,SIMC1,alpha 2
5:175788281-175789169,KIAA1191,alpha 2
5:175842858-175843925,CLTB,alpha 2
5:175964088-175965288,RNF44,alpha 2
5:175969850-175971234,CDHR2,alpha 2
5:176036366-176037751,GPRIN1,alpha 2
5:176432760-176434264,UIMC1,alpha 2
5:176449129-176450723,UIMC1,alpha 2
5:176449129-176450723,ZNF346,alpha 2
5:176559788-176561747,NSD1,alpha 2
5:176730126-176730992,RAB24,alpha 2
5:176730126-176730992,PRELID1,alpha 2
5:176738824-176739767,MXD3,alpha 2
5:176830460-176831750,GRK6,alpha 2
5:176852861-176854047,GRK6,alpha 2
5:176873232-176875281,PRR7,alpha 2
5:176943811-176944649,DDX41,alpha 2
5:176980667-176981964,FAM193B,alpha 2
5:177026646-177027523,B4GALT7,alpha 2
5:177557433-177558454,RMND5B,alpha 2
5:177580626-177581239,NHP2,alpha 2
5:177631037-177632560,HNRNPAB,alpha 2
5:178286716-178287564,ZNF354B,alpha 2
5:178977112-178978394,RUFY1,alpha 2
5:179049700-179051714,HNRNPH1,alpha 2
5:179159210-179160531,MAML1,alpha 2
5:179245865-179246893,SQSTM1,alpha 2
5:179247535-179248979,SQSTM1,alpha 2
5:1801104-1801935,MRPL36,alpha 2
5:1801104-1801935,NDUFS6,alpha 2
5:1882755-1884082,IRX4,alpha 2
5:191216-192051,LRRC14B,alpha 1
5:19886165-19886983,CDH18,alpha 2
5:217734-219428,CCDC127,alpha 2
5:217734-219428,SDHA,alpha 2
5:31531708-31532975,DROSHA,alpha 2
5:31531708-31532975,C5orf22,alpha 2
5:31638820-31639966,PDZD2,alpha 2
5:32173390-32175264,GOLPH3,alpha 2
5:32312310-32313531,MTMR12,alpha 2
5:32443430-32445171,ZFR,alpha 2
5:32585458-32586442,SUB1,alpha 2
5:32709816-32710928,NPR3,alpha 1
5:33984209-33985238,SLC45A2,alpha 2
5:34043155-34043951,C1QTNF3,alpha 1
5:34655375-34657170,RAI14,alpha 2
5:34684481-34684778,RAI14,alpha 2
5:36875915-36877749,NIPBL,alpha 2
5:37370847-37371945,NUP155,alpha 2
5:38258375-38259385,EGFLAM,alpha 1
5:40755139-40756343,TTC33,alpha 2
5:41794490-41794973,OXCT1,alpha 2
5:42423106-42424661,GHR,alpha 1
5:43193451-43194043,NIM1,alpha 2
5:44388543-44390260,FGF10,alpha 1
5:472197-474255,CTD-2228K2.5,alpha 2
5:49736437-49737785,EMB,alpha 1
5:52083395-52084486,ITGA1,alpha 2
5:52083395-52084486,PELO,alpha 2
5:54468798-54469702,CDC20B,alpha 2
5:56246442-56248612,MIER3,alpha 2
5:56468990-56470489,GPBP1,alpha 2
5:58882794-58883062,PDE4D,alpha 2
5:59995461-59996574,DEPDC1B,alpha 2
5:63985889-63987389,FAM159B,alpha 1
5:66124081-66125202,MAST4,alpha 2
5:66437463-66438049,MAST4,alpha 1
5:66438599-66439052,MAST4,alpha 2
5:6712158-6714371,PAPD7,alpha 2
5:68389495-68390549,SLC30A5,alpha 2
5:68664901-68666001,TAF9,alpha 2
5:68664901-68666001,RAD17,alpha 2
5:68788102-68789022,OCLN,alpha 2
5:70751254-70752420,BDP1,alpha 2
5:71615751-71616590,MRPS27,alpha 2
5:71615751-71616590,PTCD2,alpha 2
5:72111921-72113283,TNPO1,alpha 2
5:72143755-72145142,TNPO1,alpha 2
5:72251179-72252765,FCHO2,alpha 2
5:72742849-72744007,FOXD1,alpha 2
5:72860880-72861969,ANKRA2,alpha 2
5:72860880-72861969,UTP15,alpha 2
5:72921484-72922677,ARHGEF28,alpha 2
5:73980692-73981265,HEXB,alpha 2
5:74161202-74162891,FAM169A,alpha 2
5:75379712-75380643,SV2C,alpha 2
5:75904668-75905188,IQGAP2,alpha 2
5:76382366-76383475,ZBED3,alpha 2
5:76509473-76509787,PDE8B,alpha 2
5:766180-766631,ZDHHC11B,alpha 2
5:77071243-77072552,TBCA,alpha 2
5:77656784-77657419,SCAMP1,alpha 2
5:77943814-77945180,LHFPL2,alpha 2
5:78365059-78366161,DMGDH,alpha 1
5:78365059-78366161,BHMT2,alpha 1
5:78809381-78810810,HOMER1,alpha 2
5:78985374-78986223,CMYA5,alpha 1
5:83017598-83018524,HAPLN1,alpha 1
5:86563175-86564858,RASA1,alpha 2
5:892211-893283,BRD9,alpha 2
5:892211-893283,TRIP13,alpha 2
5:90679014-90679637,ARRDC3,alpha 1
5:94619417-94621088,MCTP1,alpha 1
5:94890093-94891266,TTC37,alpha 2
5:94890093-94891266,ARSK,alpha 2
5:95296470-95298142,ELL2,alpha 2
5:96038164-96039210,CAST,alpha 2
5:96478210-96478718,LIX1,alpha 1
6:102265914-102266663,GRIK2,alpha 2
6:10403877-10404970,TFAP2A,alpha 2
6:105584125-105585645,BVES,alpha 2
6:10694457-10695471,C6orf52,alpha 2
6:10694457-10695471,PAK1IP1,alpha 2
6:107435360-107437754,BEND3,alpha 2
6:107810063-107812091,SOBP,alpha 2
6:108145089-108146037,SCML4,alpha 1
6:108581413-108582778,SNX3,alpha 2
6:108615526-108616785,LACE1,alpha 2
6:108880510-108881256,FOXO3,alpha 2
6:109702908-109704669,CD164,alpha 2
6:109761362-109762939,PPIL6,alpha 2
6:109761362-109762939,SMPD2,alpha 2
6:109776396-109777612,MICAL1,alpha 2
6:109786860-109787529,MICAL1,alpha 1
6:109827289-109827611,AK9,alpha 2
6:110499828-110501717,WASF1,alpha 2
6:110499828-110501717,CDC40,alpha 2
6:110736426-110737250,DDO,alpha 1
6:110797145-110798054,SLC22A16,alpha 1
6:11093392-11094957,SMIM13,alpha 2
6:111195196-111197757,AMD1,alpha 2
6:111803269-111805502,REV3L,alpha 2
6:11232008-11233347,NEDD9,alpha 2
6:117085918-117087100,FAM162B,alpha 1
6:117197298-117199218,RFX6,alpha 1
6:117803349-117805037,DCBLD1,alpha 2
6:118971616-118973200,CEP85L,alpha 2
6:119255511-119256548,MCM9,alpha 2
6:119398737-119400518,FAM184A,alpha 2
6:119469703-119470702,FAM184A,alpha 2
6:126070260-126071037,HEY2,alpha 2
6:126131312-126132013,NCOA7,alpha 1
6:126277669-126278654,HINT3,alpha 2
6:126660852-126661640,CENPW,alpha 2
6:127663480-127665298,ECHDC1,alpha 1
6:130334640-130334885,L3MBTL3,alpha 2
6:1311248-1312673,FOXQ1,alpha 2
6:1312897-1313516,FOXQ1,alpha 2
6:132721805-132723127,MOXD1,alpha 1
6:13328280-13329185,TBC1D7,alpha 2
6:133561822-133564399,EYA4,alpha 1
6:13408616-13409053,GFOD1,alpha 1
6:134495692-134496959,SGK1,alpha 2
6:13486269-13488677,AL583828.1,alpha 2
6:13486269-13488677,GFOD1,alpha 2
6:13574025-13575701,SIRT5,alpha 2
6:13614604-13616294,NOL7,alpha 2
6:136172537-136173189,PDE7B,alpha 1
6:136845526-136846729,MAP7,alpha 2
6:136870925-136872274,MAP7,alpha 2
6:13711020-13712660,RANBP9,alpha 2
6:137112948-137114498,MAP3K5,alpha 2
6:13813864-13815088,MCUR1,alpha 2
6:138187380-138188954,TNFAIP3,alpha 2
6:138428112-138429202,PERP,alpha 2
6:138724551-138726109,HEBP2,alpha 2
6:139094283-139095216,CCDC28A,alpha 2
6:139455922-139457226,HECA,alpha 2
6:14117349-14118415,CD83,alpha 2
6:142622518-142623463,GPR126,alpha 1
6:143381377-143382511,AIG1,alpha 2
6:144163884-144164920,LTV1,alpha 2
6:144384482-144386514,PLAGL1,alpha 2
6:144606859-144608634,UTRN,alpha 2
6:146135129-146136772,FBXO30,alpha 2
6:147828455-147830534,SAMD5,alpha 2
6:149637946-149639549,TAB2,alpha 2
6:149639784-149639984,TAB2,alpha 2
6:149866186-149867810,PPIL4,alpha 2
6:149886763-149888401,GINM1,alpha 2
6:149969382-149970233,KATNA1,alpha 2
6:150038471-150039619,LATS1,alpha 2
6:150070456-150071747,PCMT1,alpha 2
6:150184415-150185743,LRP11,alpha 2
6:150243784-150244700,RAET1G,alpha 2
6:150262641-150263559,ULBP2,alpha 2
6:150284316-150286641,ULBP1,alpha 2
6:150346400-150347104,RAET1L,alpha 2
6:150389903-150391007,ULBP3,alpha 2
6:150463540-150465335,PPP1R14C,alpha 2
6:151711104-151713124,ZBTB2,alpha 2
6:151814461-151816112,CCDC170,alpha 1
6:15245044-15246371,JARID2,alpha 2
6:15248418-15249357,JARID2,alpha 2
6:152547345-152547579,SYNE1,alpha 2
6:153450946-153453143,RGS17,alpha 2
6:155054189-155055658,SCAF8,alpha 2
6:15662138-15663485,DTNBP1,alpha 2
6:157098099-157100979,ARID1B,alpha 2
6:158243632-158245445,SNX9,alpha 2
6:161412297-161414091,MAP3K4,alpha 2
6:163834316-163836860,QKI,alpha 2
6:165722469-165723316,C6orf118,alpha 1
6:166580806-166582242,T,alpha 1
6:168226217-168228731,MLLT4,alpha 2
6:170123510-170125657,PHF10,alpha 2
6:17280657-17282561,RBM24,alpha 2
6:17393324-17394641,CAP2,alpha 2
6:17706076-17707440,NUP153,alpha 2
6:17986960-17988724,KIF13A,alpha 2
6:18122548-18123414,NHLRC1,alpha 2
6:18264113-18265235,DEK,alpha 2
6:19837148-19839543,ID4,alpha 2
6:24645806-24646864,KIAA0319,alpha 2
6:24720356-24722033,C6orf62,alpha 2
6:24774912-24776258,GMNN,alpha 2
6:24878048-24878380,FAM65B,alpha 2
6:26055128-26056894,HIST1H1C,alpha 1
6:26156391-26157056,HIST1H1E,alpha 1
6:26157239-26158828,HIST1H2BD,alpha 1
6:26183481-26184484,HIST1H2BE,alpha 1
6:26537456-26538762,HMGN4,alpha 2
6:27100122-27101103,HIST1H2BJ,alpha 2
6:27100122-27101103,HIST1H2AG,alpha 2
6:27113652-27115287,HIST1H2BK,alpha 2
6:27113652-27115287,HIST1H2AH,alpha 2
6:27805617-27806951,HIST1H2AK,alpha 2
6:27805617-27806951,HIST1H2BN,alpha 2
6:27860865-27861711,HIST1H2AM,alpha 2
6:27860865-27861711,HIST1H2BO,alpha 2
6:28047649-28049095,ZNF165,alpha 2
6:28248811-28249877,PGBD1,alpha 1
6:28303044-28304114,ZSCAN31,alpha 2
6:28317308-28318178,ZKSCAN3,alpha 1
6:28321885-28322543,ZSCAN31,alpha 2
6:2841446-2842389,SERPINB1,alpha 1
6:28911976-28912630,C6orf100,alpha 2
6:2971019-2972420,SERPINB6,alpha 2
6:29794057-29794378,HLA-G,alpha 2
6:29795316-29796554,HLA-G,alpha 2
6:2999423-3000472,NQO2,alpha 2
6:30180719-30182263,TRIM26,alpha 2
6:30293486-30295202,TRIM39,alpha 2
6:30523757-30525269,GNL1,alpha 2
6:30523757-30525269,PRR3,alpha 2
6:30614307-30615765,C6orf136,alpha 2
6:30640245-30641093,DHX16,alpha 2
6:30654377-30655561,PPP1R18,alpha 2
6:30848626-30849110,DDR1,alpha 1
6:30851688-30852448,DDR1,alpha 2
6:30853375-30854159,DDR1,alpha 2
6:30875463-30876269,GTF2H4,alpha 2
6:30881591-30882494,VARS2,alpha 2
6:30978501-30978796,MUC22,alpha 2
6:31125751-31126555,CCHCR1,alpha 2
6:31125751-31126555,TCF19,alpha 2
6:31164753-31166121,HCG27,alpha 2
6:3118403-3119453,BPHL,alpha 2
6:31238870-31240462,HLA-C,alpha 2
6:31323924-31325238,HLA-B,alpha 2
6:31371125-31371673,MICA,alpha 2
6:31465424-31466263,MICB,alpha 2
6:31514359-31514846,ATP6V1G2,alpha 2
6:31514359-31514846,NFKBIL1,alpha 2
6:3157084-3158093,TUBB2A,alpha 2
6:31587690-31588902,PRRC2A,alpha 2
6:31619639-31620898,BAG6,alpha 2
6:31619639-31620898,APOM,alpha 2
6:31648428-31649407,LY6G5C,alpha 2
6:31670603-31671353,ABHD16A,alpha 2
6:31763169-31764140,VARS,alpha 2
6:31774327-31775008,LSM2,alpha 2
6:31782069-31783283,HSPA1L,alpha 2
6:31782069-31783283,HSPA1A,alpha 2
6:31830265-31831058,NEU1,alpha 2
6:31916653-31916998,CFB,alpha 2
6:32163209-32163969,GPSM3,alpha 2
6:32936083-32936764,BRD2,alpha 2
6:32936083-32936764,HLA-DMA,alpha 2
6:32939304-32940301,BRD2,alpha 2
6:33167767-33169031,SLC39A7,alpha 2
6:33167767-33169031,RXRB,alpha 2
6:33175834-33176590,RING1,alpha 2
6:33266494-33267777,RGL2,alpha 2
6:33377797-33379040,PHF1,alpha 2
6:33385615-33386448,CUTA,alpha 2
6:33421881-33422566,ZBTB9,alpha 2
6:33755787-33757186,LEMD2,alpha 2
6:34111576-34113805,GRM4,alpha 2
6:34204043-34205528,HMGA1,alpha 2
6:34205826-34206115,HMGA1,alpha 2
6:34216152-34217373,C6orf1,alpha 2
6:34359461-34360994,NUDT3,alpha 2
6:34664064-34665102,C6orf106,alpha 2
6:34724312-34725483,SNRPC,alpha 2
6:34759174-34761005,UHRF1BP1,alpha 2
6:34856732-34857735,ANKS1A,alpha 2
6:35226715-35228134,ZNF76,alpha 2
6:35310013-35310721,PPARD,alpha 2
6:35419778-35420538,FANCE,alpha 2
6:35995168-35996880,MAPK14,alpha 2
6:36410395-36411298,KCTD20,alpha 2
6:36410395-36411298,PXT1,alpha 2
6:36646118-36647381,CDKN1A,alpha 2
6:37137038-37138273,PIM1,alpha 2
6:3750814-3752647,PXDC1,alpha 2
6:37664683-37667068,MDGA1,alpha 2
6:37786509-37787833,ZFAND3,alpha 2
6:37788054-37788367,ZFAND3,alpha 2
6:38606929-38608239,BTBD9,alpha 2
6:39082210-39083316,SAYSD1,alpha 2
6:39290091-39291137,KCNK16,alpha 1
6:39894479-39895258,MOCS1,alpha 2
6:4021315-4022278,PRPF4B,alpha 2
6:41006772-41007564,UNC5CL,alpha 1
6:41513541-41514996,FOXP4,alpha 2
6:41701471-41703548,TFEB,alpha 2
6:41747446-41748518,FRS3,alpha 2
6:41747446-41748518,PRICKLE4,alpha 2
6:41754007-41755544,FRS3,alpha 2
6:41754007-41755544,TOMM6,alpha 2
6:41862708-41863805,USP49,alpha 2
6:41888535-41889619,MED20,alpha 2
6:41888535-41889619,BYSL,alpha 2
6:41908688-41910107,CCND3,alpha 2
6:42017895-42018695,CCND3,alpha 2
6:42017895-42018695,TAF8,alpha 2
6:42749570-42751641,GLTSCR1L,alpha 2
6:42847044-42848060,RPL7L1,alpha 2
6:42858020-42859044,C6orf226,alpha 2
6:42896556-42897687,CNPY3,alpha 2
6:42927781-42928865,GNMT,alpha 2
6:42988988-42990069,RRP36,alpha 2
6:43027006-43028209,MRPL2,alpha 2
6:43027006-43028209,KLC4,alpha 2
6:43138431-43139351,SRF,alpha 2
6:43196664-43197591,DNPH1,alpha 2
6:43210990-43211293,TTBK1,alpha 2
6:43394880-43395983,ABCC10,alpha 2
6:43477256-43478510,POLR1C,alpha 2
6:43477256-43478510,LRRC73,alpha 2
6:43596557-43598231,GTPBP2,alpha 2
6:43596557-43598231,MAD2L1BP,alpha 2
6:43612588-43613478,RSPH9,alpha 2
6:43655216-43655978,MRPS18A,alpha 2
6:44094511-44095646,TMEM63B,alpha 2
6:44094511-44095646,MRPL14,alpha 2
6:44190881-44191777,SLC29A1,alpha 2
6:44213552-44215737,HSP90AB1,alpha 2
6:44224316-44225631,SLC35B2,alpha 2
6:44232699-44233631,NFKBIE,alpha 2
6:44238378-44239023,TMEM151B,alpha 2
6:44354829-44356062,CDC5L,alpha 2
6:46458145-46460117,RCAN2,alpha 2
6:47665796-47666596,GPR115,alpha 2
6:48035822-48037444,PTCHD4,alpha 1
6:49430413-49431242,MUT,alpha 2
6:49430413-49431242,CENPQ,alpha 2
6:52926241-52926890,ICK,alpha 2
6:53212694-53214124,ELOVL5,alpha 2
6:53409250-53410109,GCLC,alpha 2
6:53883483-53883799,MLIP,alpha 1
6:56507387-56508316,DST,alpha 2
6:56715472-56717016,DST,alpha 2
6:56819288-56820524,DST,alpha 2
6:56819288-56820524,BEND6,alpha 2
6:6320122-6321086,F13A1,alpha 1
6:66416398-66417681,EYS,alpha 1
6:69942193-69943457,BAI3,alpha 1
6:70500647-70501482,LMBRD1,alpha 2
6:7106946-7109984,RREB1,alpha 2
6:71665097-71667064,B3GAT2,alpha 1
6:72892161-72893022,RIMS1,alpha 1
6:7389511-7390609,CAGE1,alpha 2
6:7389511-7390609,RIOK1,alpha 2
6:73972413-73973458,KHDC1,alpha 1
6:74019091-74020292,KHDC1,alpha 1
6:74160886-74162336,MB21D1,alpha 1
6:74362884-74364343,SLC17A5,alpha 1
6:7541387-7542843,DSP,alpha 2
6:75993978-75994941,TMEM30A,alpha 1
6:7725880-7727246,BMP6,alpha 2
6:80656502-80657736,ELOVL4,alpha 2
6:82262819-82263260,AL359693.1,alpha 2
6:83073084-83075446,TPBG,alpha 1
6:83777154-83777964,DOPEY1,alpha 2
6:84221551-84222584,PRSS35,alpha 1
6:84417380-84419467,SNAP91,alpha 2
6:86302874-86304265,SNX14,alpha 1
6:87646612-87647761,HTR1E,alpha 1
6:90061870-90063127,UBE2J1,alpha 2
6:90120807-90122624,RRAGD,alpha 2
6:97345160-97346226,NDUFAF4,alpha 2
6:99280525-99282875,POU3F2,alpha 2
7:100025803-100028051,ZCWPW1,alpha 2
7:100025803-100028051,MEPCE,alpha 2
7:100060753-100061019,C7orf61,alpha 2
7:100270858-100271513,GNB2,alpha 2
7:100302900-100304047,POP7,alpha 2
7:100464624-100465008,TRIP6,alpha 2
7:100486922-100488201,UFSP1,alpha 2
7:100493190-100495198,ACHE,alpha 2
7:100728242-100729322,TRIM56,alpha 1
7:100808443-100809152,VGF,alpha 2
7:100822912-100823699,NAT16,alpha 2
7:100860347-100861859,ZNHIT1,alpha 2
7:100860347-100861859,PLOD3,alpha 2
7:100887517-100888638,FIS1,alpha 2
7:101458543-101461134,CUX1,alpha 2
7:102036166-102037275,PRKRIP1,alpha 2
7:102073095-102074766,ORAI2,alpha 2
7:102105166-102106096,ALKBH4,alpha 2
7:102105166-102106096,LRWD1,alpha 2
7:102714627-102716129,FBXL13,alpha 2
7:102714627-102716129,ARMC10,alpha 2
7:102937444-102938352,PMPCB,alpha 2
7:104908520-104910065,SRPK2,alpha 2
7:105161717-105162970,PUS7,alpha 2
7:105603385-105604003,CDHR3,alpha 1
7:106809847-106810542,HBP1,alpha 2
7:106820137-106820579,HBP1,alpha 2
7:106820840-106821186,HBP1,alpha 2
7:107205371-107205637,COG5,alpha 2
7:107220164-107221213,BCAP29,alpha 2
7:107301222-107302717,SLC26A4,alpha 1
7:107703879-107704568,LAMB4,alpha 1
7:112075013-112075776,IFRD1,alpha 2
7:112121495-112122529,LSMEM1,alpha 2
7:1127567-1128018,GPER1,alpha 1
7:115850297-115851734,TES,alpha 2
7:116311809-116313061,MET,alpha 2
7:116502267-116503445,CAPZA2,alpha 2
7:116592886-116594652,ST7,alpha 2
7:116592886-116594652,ST7-OT4,alpha 2
7:116716502-116717021,ST7,alpha 1
7:1177567-1178447,C7orf50,alpha 2
7:119912913-119914152,KCND2,alpha 1
7:1199526-1200477,ZFAND2A,alpha 2
7:120968784-120970765,WNT16,alpha 1
7:121512862-121514212,PTPRZ1,alpha 1
7:123388308-123389822,WASL,alpha 2
7:1272275-1272513,UNCX,alpha 2
7:127228042-127229218,ARF5,alpha 2
7:127527638-127528151,SND1,alpha 1
7:127671064-127672914,LRRC4,alpha 2
7:128049643-128050669,IMPDH1,alpha 2
7:128095491-128096265,HILPDA,alpha 2
7:128116492-128117397,METTL2B,alpha 2
7:128378840-128380010,CALU,alpha 2
7:128399260-128399685,CALU,alpha 2
7:128694457-128695612,TNPO3,alpha 2
7:129073688-129074653,STRIP2,alpha 2
7:129141678-129143084,SMKR1,alpha 2
7:129251152-129252298,NRF1,alpha 2
7:129592082-129593009,UBE2H,alpha 2
7:129709803-129710833,KLHDC10,alpha 2
7:129932565-129933270,CPA4,alpha 2
7:129984076-129984466,CPA5,alpha 2
7:130003294-130003693,CPA5,alpha 2
7:130019538-130020593,CPA1,alpha 1
7:130125898-130127075,MEST,alpha 2
7:137027728-137028691,PTN,alpha 1
7:137531044-137532328,DGKI,alpha 1
7:138665779-138666909,KIAA1549,alpha 2
7:138915426-138917165,UBN2,alpha 2
7:139024804-139026671,C7orf55-LUC7L2,alpha 2
7:139024804-139026671,C7orf55,alpha 2
7:139024804-139026671,LUC7L2,alpha 2
7:139043779-139045550,C7orf55-LUC7L2,alpha 2
7:139476279-139478600,HIPK2,alpha 2
7:139476279-139478600,TBXAS1,alpha 2
7:139529019-139529771,TBXAS1,alpha 1
7:139762280-139763217,PARP12,alpha 2
7:139876449-139877607,JHDM1D,alpha 2
7:140097788-140098534,SLC37A3,alpha 2
7:140103411-140104408,RAB19,alpha 1
7:140103411-140104408,SLC37A3,alpha 1
7:140178383-140179571,MKRN1,alpha 2
7:140339845-140341454,DENND2A,alpha 2
7:140372505-140373875,ADCK2,alpha 2
7:140372505-140373875,DENND2A,alpha 2
7:140396068-140397417,NDUFB2,alpha 2
7:140623545-140625175,BRAF,alpha 2
7:141400646-141402483,KIAA1147,alpha 2
7:142551654-142553075,EPHB6,alpha 1
7:145812669-145814234,CNTNAP2,alpha 1
