rank,motif,id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,lfdr,family.id,family.name,class.id,class.name,superclass.id,superclass.name
63,GRHL1,MA0647.1,beta,delta,beta_vs_delta,-0.0203349799264654,0.0209919663490192,delta,0.153621498119516,0.183018204549794,1,0.737505709491963,6.7.1,Grainyhead-related,6.7,Grainyhead,6,Immunoglobulin fold
64,FOSB::JUNB(var.2),MA1136.1,alpha,gamma,alpha_vs_gamma,-0.154757889104982,-0.0760767724623415,gamma,0.128558362748298,0.17596995752072,1,0.754561470803235,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
64,FOSB::JUNB(var.2),MA1136.1,alpha,gamma,alpha_vs_gamma,-0.154757889104982,-0.0760767724623415,gamma,0.128558362748298,0.17596995752072,1,0.754561470803235,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
65,CUX1,MA0754.1,alpha,gamma,alpha_vs_gamma,-0.0560786109336463,0.0150601714868537,gamma,0.126420116213143,0.173453192624194,1,0.760817702012122,3.1.9,HD-CUT,3.1,Homeo domain factors,3,Helix-turn-helix domains
66,POU6F2,MA0793.1,beta,delta,beta_vs_delta,0.484793658736499,0.529978499421267,delta,0.144686803365494,0.173086072621118,1,0.761737876244417,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
67,MYBL2,MA0777.1,beta,delta,beta_vs_delta,-0.0806578272981895,-0.0372987269389267,delta,0.13631022410483,0.164082369556542,1,0.784938080833863,3.5.1,Myb-SANT,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
68,ETV5,MA0765.1,beta,delta,beta_vs_delta,-0.18606290033732,-0.136837348764788,delta,0.133625816115044,0.161186140688772,1,0.792672302984708,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
69,GCM1,MA0646.1,beta,delta,beta_vs_delta,-0.0137757898858888,0.0313621725757286,delta,0.132009836915103,0.159569301824311,1,0.797050655157241,7.2.1,GCM,7.2,GCM domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
70,MZF1,MA0056.1,alpha,gamma,alpha_vs_gamma,-0.0101819559999002,0.0517043462923289,gamma,0.114525623359693,0.159017592146911,1,0.798554826939322,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
71,LEF1,MA0768.1,alpha,gamma,alpha_vs_gamma,0.126467150610863,0.209424558714788,gamma,0.111438503991518,0.155103110122811,1,0.809379493639442,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
72,PDX1,MA0132.2,beta,delta,beta_vs_delta,0.554451323370898,0.606059467327423,delta,0.12708422413358,0.154908980575458,1,0.80992340405287,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
73,HOXC13,MA0907.1,beta,delta,beta_vs_delta,-0.000388067621577342,0.0456551231633443,delta,0.125061561665808,0.152765072161398,1,0.815975930456243,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
74,SRY,MA0084.1,alpha,gamma,alpha_vs_gamma,-0.0429055332568762,0.0306608660931836,gamma,0.108364824405635,0.151188514050272,1,0.820481201388147,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
75,LIN54,MA0619.1,beta,delta,beta_vs_delta,-0.0819162156936076,-0.0349234245728717,delta,0.11734383717932,0.143945088404293,1,0.841803149231917,"","",,"",,""
76,ALX3,MA0634.1,beta,delta,beta_vs_delta,0.448423471215069,0.500597273813398,delta,0.114011427492169,0.14015417519738,1,0.853393960064422,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
77,LBX2,MA0699.1,beta,delta,beta_vs_delta,0.412969216429109,0.46503514424858,delta,0.113655591756385,0.140014016227547,1,0.853828486710407,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
78,Pitx1,MA0682.1,beta,delta,beta_vs_delta,0.0236237856116162,0.0729089411570805,delta,0.111229370529252,0.137317282593682,1,0.862274799524225,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
79,HNF4G,MA0484.1,alpha,gamma,alpha_vs_gamma,0.929968353970999,1.05215900504728,gamma,0.0962571019898533,0.135603070686436,1,0.867730475903503,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
80,SOX8,MA0868.1,alpha,gamma,alpha_vs_gamma,0.122012356853872,0.206135402302637,gamma,0.0959333804495523,0.135603070686436,1,0.867730475903503,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
81,HOXD11,MA0908.1,alpha,gamma,alpha_vs_gamma,-0.0215030087868764,0.0663299895511991,gamma,0.0961105174971087,0.135603070686436,1,0.867730475903503,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
82,EWSR1-FLI1,MA0149.1,beta,delta,beta_vs_delta,0.0716893361064806,0.119710449747051,delta,0.106743888835834,0.132061349649462,1,0.879224268608378,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
83,CTCFL,MA1102.1,beta,delta,beta_vs_delta,-0.211739357390996,-0.167949549019145,delta,0.106029798086876,0.131458786064885,1,0.881210382460002,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
84,Phox2b,MA0681.1,alpha,gamma,alpha_vs_gamma,-0.463416577882074,-0.379014328497186,gamma,0.0895013040192814,0.127324950926693,1,0.895086482536592,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
85,Dlx1,MA0879.1,beta,delta,beta_vs_delta,0.229030884347216,0.281729791751017,delta,0.101311768282004,0.126149492118882,1,0.899114493623703,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
86,RUNX2,MA0511.2,alpha,gamma,alpha_vs_gamma,0.0731579897373147,0.162116275819197,gamma,0.0860288269406052,0.122989359996569,1,0.910132458435823,6.4.1,Runt-related,6.4,Runt domain factors,6,Immunoglobulin fold
87,ETV1,MA0761.1,beta,delta,beta_vs_delta,-0.221114976957622,-0.163763274138963,delta,0.0964057808337869,0.120559280999487,1,0.918799350763815,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
88,Dlx4,MA0881.1,alpha,gamma,alpha_vs_gamma,-0.309528509217199,-0.220993724194919,gamma,0.0840363273476884,0.120438201817603,1,0.919235737271885,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
89,SIX2,MA1119.1,alpha,gamma,alpha_vs_gamma,-0.151628462643781,-0.06068044288154,gamma,0.0830711525521889,0.11937692235665,1,0.923079621798452,3.1.6,HD-SINE,3.1,Homeo domain factors,3,Helix-turn-helix domains
90,GRHL1,MA0647.1,alpha,gamma,alpha_vs_gamma,0.0104110219073747,0.101726076308668,gamma,0.0826418914751156,0.11932582335185,1,0.923265560306101,6.7.1,Grainyhead-related,6.7,Grainyhead,6,Immunoglobulin fold
91,GRHL2,MA1105.1,alpha,gamma,alpha_vs_gamma,0.0555632839146818,0.146511802731502,gamma,0.0803127422299407,0.116544054514124,1,0.933509877077505,6.7.1,Grainyhead-related,6.7,Grainyhead,6,Immunoglobulin fold
92,FOSL2::JUN(var.2),MA1131.1,alpha,gamma,alpha_vs_gamma,-0.247970348387163,-0.144045867640691,gamma,0.0778090909679782,0.11376632240015,1,0.943986280650881,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
92,FOSL2::JUN(var.2),MA1131.1,alpha,gamma,alpha_vs_gamma,-0.247970348387163,-0.144045867640691,gamma,0.0778090909679782,0.11376632240015,1,0.943986280650881,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
93,NEUROG2,MA0669.1,beta,delta,beta_vs_delta,-0.0676272920801683,-0.00873880859162926,delta,0.0880332069334209,0.110807014814023,1,0.955432745035493,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
94,Dmbx1,MA0883.1,beta,delta,beta_vs_delta,0.092449994622078,0.149000802706376,delta,0.0875595962532282,0.110450993966491,1,0.956830371488158,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
95,VSX1,MA0725.1,alpha,gamma,alpha_vs_gamma,-0.497597727780249,-0.403262180725402,gamma,0.0741177164978112,0.108643437600589,1,0.963996501280183,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
96,VSX2,MA0726.1,alpha,gamma,alpha_vs_gamma,-0.497597727780249,-0.403262180725402,gamma,0.0741177164978112,0.108643437600589,1,0.963996501280183,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
97,CEBPG,MA0838.1,beta,delta,beta_vs_delta,-0.0523636039082019,0.00669394800093284,delta,0.0852158074969631,0.107729154019087,1,0.967666750590402,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
98,SHOX,MA0630.1,beta,delta,beta_vs_delta,0.459808070646951,0.520145205696756,delta,0.0849894576649336,0.107678109382925,1,0.967872578415153,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
99,PRRX1,MA0716.1,beta,delta,beta_vs_delta,0.459808070646951,0.520145205696756,delta,0.0849894576649336,0.107678109382925,1,0.967872578415153,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
100,REL,MA0101.1,beta,delta,beta_vs_delta,-0.218460879941718,-0.157267941013173,delta,0.0811556250666753,0.103272762447484,1,0.986014205862275,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
101,NR3C1,MA0113.3,alpha,gamma,alpha_vs_gamma,-0.0913242606154279,0.00562105464933014,gamma,0.0695523938663548,0.102470320734401,1,0.989401904439885,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
102,FOS::JUN(var.2),MA1126.1,alpha,gamma,alpha_vs_gamma,-0.150176103757879,-0.0545469160418667,gamma,0.0693567204941992,0.102442707056483,1,0.989518953786592,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
102,FOS::JUN(var.2),MA1126.1,alpha,gamma,alpha_vs_gamma,-0.150176103757879,-0.0545469160418667,gamma,0.0693567204941992,0.102442707056483,1,0.989518953786592,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
103,ALX3,MA0634.1,alpha,gamma,alpha_vs_gamma,-0.585274145581122,-0.490050950970449,gamma,0.0681735242332934,0.100952610053905,1,0.995882448217568,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
104,ZNF384,MA1125.1,alpha,gamma,alpha_vs_gamma,0.0614008772452872,0.161128819897567,gamma,0.0664388097400886,0.0988896422609545,1,1.00484919419131,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
105,RARA::RXRA,MA0159.1,alpha,gamma,alpha_vs_gamma,-0.126679119556153,-0.0336538146896539,gamma,0.0648091869888361,0.0967126785220003,1,1.01451658846912,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
105,RARA::RXRA,MA0159.1,alpha,gamma,alpha_vs_gamma,-0.126679119556153,-0.0336538146896539,gamma,0.0648091869888361,0.0967126785220003,1,1.01451658846912,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
106,CLOCK,MA0819.1,beta,delta,beta_vs_delta,-0.0453594272528249,0.016800517789867,delta,0.0683237569903043,0.0881056910854926,1,1.05499603793076,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
107,NR2C2,MA0504.1,beta,delta,beta_vs_delta,-0.182239457879281,-0.122441657771948,delta,0.0638589266216999,0.0829020594483503,1,1.08143468059635,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
108,PITX3,MA0714.1,beta,delta,beta_vs_delta,0.00509455855714834,0.0660965307869267,delta,0.0614547284289186,0.0799601972142559,1,1.09712614340638,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
109,PHOX2A,MA0713.1,beta,delta,beta_vs_delta,0.38947654156312,0.454922500310853,delta,0.0596024114479222,0.0778707918116805,1,1.10862540925537,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
110,EN1,MA0027.2,beta,delta,beta_vs_delta,0.331294767247501,0.398503513713755,delta,0.0576713316905199,0.0757623131862192,1,1.12054677385861,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
111,BCL6B,MA0731.1,alpha,gamma,alpha_vs_gamma,0.0528515363253232,0.166871451155361,gamma,0.0484601777160737,0.0740328308643976,1,1.13057564376543,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
112,Hoxc9,MA0485.1,beta,delta,beta_vs_delta,0.238356205186401,0.305789463715909,delta,0.0548044032443748,0.0722818894726492,1,1.14097050336041,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
113,E2F4,MA0470.1,alpha,gamma,alpha_vs_gamma,-0.0292950994378028,0.0538433743304397,gamma,0.046810922132665,0.0717024442190821,1,1.1444660396911,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
114,Pitx1,MA0682.1,alpha,gamma,alpha_vs_gamma,-0.0593948615276199,0.0456884053440619,gamma,0.0464139259132331,0.0712829260046736,1,1.1470144817882,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
115,TBX19,MA0804.1,beta,delta,beta_vs_delta,-0.00686483986899267,0.0576098694726136,delta,0.0535728584737683,0.0709809726689058,1,1.14885805370857,6.5.1,Brachyury-related,6.5,T-Box factors,6,Immunoglobulin fold
116,Stat6,MA0520.1,alpha,gamma,alpha_vs_gamma,-0.0361859931937115,0.0708104623075082,gamma,0.0453431468509506,0.0701970107665787,1,1.15368138124941,6.2.1,STAT,6.2,STAT domain factors,6,Immunoglobulin fold
117,NFATC1,MA0624.1,alpha,gamma,alpha_vs_gamma,-0.00783905653311503,0.0937463749220339,gamma,0.0449526220618608,0.0697790031469635,1,1.15627523911355,6.1.3,NFAT-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
118,CTCF,MA0139.1,beta,delta,beta_vs_delta,-0.410094186618267,-0.331566587127211,delta,0.0510796602143367,0.0678328515231673,1,1.16855992589906,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
119,ZNF282,MA1154.1,alpha,gamma,alpha_vs_gamma,-0.0173126271712254,0.087994623524253,gamma,0.0410612784476474,0.0640821569304254,1,1.19326287883367,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
120,RELB,MA1117.1,beta,delta,beta_vs_delta,-0.138808119538622,-0.071993991588556,delta,0.0479181217751194,0.0639276325064381,1,1.19431137891399,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
121,Klf1,MA0493.1,beta,delta,beta_vs_delta,-0.179593892280497,-0.106137664368087,delta,0.0474007575185475,0.0633834609774572,1,1.19802405037175,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
122,Bach1::Mafk,MA0591.1,beta,delta,beta_vs_delta,0.521668466174167,0.680801106077552,delta,0.044895807669096,0.0603124655229852,1,1.21959291757214,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
122,Bach1::Mafk,MA0591.1,beta,delta,beta_vs_delta,0.521668466174167,0.680801106077552,delta,0.044895807669096,0.0603124655229852,1,1.21959291757214,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
123,DUXA,MA0884.1,beta,delta,beta_vs_delta,0.244886439730784,0.312737289251174,delta,0.0428000751219601,0.0577651363534147,1,1.2383341971772,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
124,TCF3,MA0522.2,beta,delta,beta_vs_delta,-0.0340693736833946,0.0462835331706677,delta,0.0423164554424869,0.057308941032988,1,1.24177761645551,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
125,NFKB2,MA0778.1,beta,delta,beta_vs_delta,-0.21047077513387,-0.137665667578312,delta,0.0419022256124832,0.0569516165014736,1,1.24449394449609,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
126,E2F6,MA0471.1,beta,delta,beta_vs_delta,0.0236483927549979,0.0823095544397175,delta,0.0411375956660166,0.0560439244485262,1,1.25147146106177,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
127,JUN,MA0488.1,beta,delta,beta_vs_delta,0.119097643783773,0.22287092217389,delta,0.0394939800650221,0.0539316378718109,1,1.26815639024608,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
128,Mlxip,MA0622.1,beta,delta,beta_vs_delta,-0.119808732942691,-0.0464308716810786,delta,0.0391282832887795,0.0535585721612372,1,1.27117100953085,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
129,Atf1,MA0604.1,beta,delta,beta_vs_delta,-0.114991509204237,-0.0403579161920973,delta,0.038839113288769,0.0532887360052068,1,1.27336458098773,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
130,E2F4,MA0470.1,beta,delta,beta_vs_delta,-0.0601467208559814,-0.00176023873446497,delta,0.0377006884151102,0.0518496403618737,1,1.28525425160658,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
131,Sox17,MA0078.1,alpha,gamma,alpha_vs_gamma,-0.121781985567915,-0.00489530630314649,gamma,0.032915667614996,0.0517885096442464,1,1.28576658681167,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
132,HINFP,MA0131.2,beta,delta,beta_vs_delta,-0.0596411173133937,0.00704340245946765,delta,0.0370029658513365,0.0510112314950567,1,1.29233419175892,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
133,TFCP2,MA0145.3,alpha,gamma,alpha_vs_gamma,-0.0312335564774415,0.089510396654294,gamma,0.0314861107452245,0.0498099948674453,1,1.30268350301848,6.7.2,CP2-related,6.7,Grainyhead,6,Immunoglobulin fold
134,GLIS2,MA0736.1,alpha,gamma,alpha_vs_gamma,-0.249589810362787,-0.132339568571987,gamma,0.0294176406587302,0.0466652436750815,1,1.33100646204462,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
135,Sox17,MA0078.1,beta,delta,beta_vs_delta,0.0814499305339847,0.156581770254562,delta,0.0333871440897762,0.0464755504895881,1,1.33277545743181,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
136,ETV4,MA0764.1,beta,delta,beta_vs_delta,-0.23558210031664,-0.154106184273049,delta,0.0333917599372515,0.0464755504895881,1,1.33277545743181,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
137,KLF5,MA0599.1,beta,delta,beta_vs_delta,-0.0898790316345234,-0.034831995122009,delta,0.0316576832020653,0.0443820788716605,1,1.35279235912641,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
138,FOXF2,MA0030.1,alpha,gamma,alpha_vs_gamma,0.0481083238419635,0.173029253435922,gamma,0.0268687777913151,0.0427390723658556,1,1.36917490825436,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
139,Klf12,MA0742.1,beta,delta,beta_vs_delta,-0.24161379447724,-0.154391478127294,delta,0.0281148959065034,0.0398007939605513,1,1.40010826437739,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
140,PROP1,MA0715.1,alpha,gamma,alpha_vs_gamma,-0.482786278276844,-0.361180439314742,gamma,0.0231769821273074,0.0371730544368725,1,1.42977175231351,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
141,BARHL2,MA0635.1,beta,delta,beta_vs_delta,0.159257780744376,0.2431560491983,delta,0.0256069735805143,0.0365183194658074,1,1.4374892164477,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
142,PHOX2A,MA0713.1,alpha,gamma,alpha_vs_gamma,-0.501120695995747,-0.370700395173397,gamma,0.0207213261758096,0.0335129828374127,1,1.47478691587774,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
143,MEIS3,MA0775.1,beta,delta,beta_vs_delta,-0.147515857766957,-0.0668761695956115,delta,0.0230630885025154,0.0331353058137876,1,1.4797090168451,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
144,Hmx2,MA0897.1,beta,delta,beta_vs_delta,0.136869016115052,0.222229376449658,delta,0.0229387110092862,0.0330385912297929,1,1.48097847933504,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
145,STAT3,MA0144.2,alpha,gamma,alpha_vs_gamma,0.175272514197387,0.320003527586294,gamma,0.0202363093372912,0.032952693915013,1,1.48210907561925,6.2.1,STAT,6.2,STAT domain factors,6,Immunoglobulin fold
146,MIXL1,MA0662.1,alpha,gamma,alpha_vs_gamma,-0.56446406654665,-0.440224376964387,gamma,0.0203179822584795,0.032952693915013,1,1.48210907561925,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
